"ESTU_TIPODOCUMENTO";"ESTU_NACIONALIDAD";"ESTU_GENERO";"ESTU_FECHANACIMIENTO";"PERIODO";"ESTU_CONSECUTIVO";"ESTU_ESTUDIANTE";"ESTU_PAIS_RESIDE";"ESTU_TIENEETNIA";"ESTU_DEPTO_RESIDE";"ESTU_COD_RESIDE_DEPTO";"ESTU_MCPIO_RESIDE";"ESTU_COD_RESIDE_MCPIO";"FAMI_ESTRATOVIVIENDA";"FAMI_PERSONASHOGAR";"FAMI_CUARTOSHOGAR";"FAMI_EDUCACIONPADRE";"FAMI_EDUCACIONMADRE";"FAMI_TRABAJOLABORPADRE";"FAMI_TRABAJOLABORMADRE";"FAMI_TIENEINTERNET";"FAMI_TIENESERVICIOTV";"FAMI_TIENECOMPUTADOR";"FAMI_TIENELAVADORA";"FAMI_TIENEHORNOMICROOGAS";"FAMI_TIENEAUTOMOVIL";"FAMI_TIENEMOTOCICLETA";"FAMI_TIENECONSOLAVIDEOJUEGOS";"FAMI_NUMLIBROS";"FAMI_COMELECHEDERIVADOS";"FAMI_COMECARNEPESCADOHUEVO";"FAMI_COMECEREALFRUTOSLEGUMBRE";"FAMI_SITUACIONECONOMICA";"ESTU_DEDICACIONLECTURADIARIA";"ESTU_DEDICACIONINTERNET";"ESTU_HORASSEMANATRABAJA";"ESTU_TIPOREMUNERACION";"COLE_CODIGO_ICFES";"COLE_COD_DANE_ESTABLECIMIENTO";"COLE_NOMBRE_ESTABLECIMIENTO";"COLE_GENERO";"COLE_NATURALEZA";"COLE_CALENDARIO";"COLE_BILINGUE";"COLE_CARACTER";"COLE_COD_DANE_SEDE";"COLE_NOMBRE_SEDE";"COLE_SEDE_PRINCIPAL";"COLE_AREA_UBICACION";"COLE_JORNADA";"COLE_COD_MCPIO_UBICACION";"COLE_MCPIO_UBICACION";"COLE_COD_DEPTO_UBICACION";"COLE_DEPTO_UBICACION";"ESTU_PRIVADO_LIBERTAD";"ESTU_COD_MCPIO_PRESENTACION";"ESTU_MCPIO_PRESENTACION";"ESTU_DEPTO_PRESENTACION";"ESTU_COD_DEPTO_PRESENTACION";"PUNT_LECTURA_CRITICA";"PERCENTIL_LECTURA_CRITICA";"DESEMP_LECTURA_CRITICA";"PUNT_MATEMATICAS";"PERCENTIL_MATEMATICAS";"DESEMP_MATEMATICAS";"PUNT_C_NATURALES";"PERCENTIL_C_NATURALES";"DESEMP_C_NATURALES";"PUNT_SOCIALES_CIUDADANAS";"PERCENTIL_SOCIALES_CIUDADANAS";"DESEMP_SOCIALES_CIUDADANAS";"PUNT_INGLES";"PERCENTIL_INGLES";"DESEMP_INGLES";"PUNT_GLOBAL";"PERCENTIL_GLOBAL";"ESTU_INSE_INDIVIDUAL";"ESTU_NSE_INDIVIDUAL";"ESTU_NSE_ESTABLECIMIENTO";"ESTU_ESTADOINVESTIGACION";"ESTU_GENERACION-E";"PERCENTIL_ESPECIAL_GLOBAL";"ESTU_ETNIA"
"TI";"COLOMBIA";"M";"24/12/2001";20194;"SB11201940620265";"ESTUDIANTE";"COLOMBIA";"No";"CUNDINAMARCA";25;"SOACHA";25754;"Estrato 2";"7 a 8";"Cuatro";"Secundaria (Bachillerato) incompleta";"Primaria incompleta";"Es agricultor, pesquero o jornalero";"Es agricultor, pesquero o jornalero";"No";"Si";"No";"No";"No";"No";"No";"No";"0 A 10 LIBROS";"3 a 5 veces por semana";"1 o 2 veces por semana";"Nunca o rara vez comemos eso";"Igual";"30 minutos o menos";"Entre 30 y 60 minutos";"0";"Si, en efectivo";662718;325754000000;"INSTITUTO BOLIVARIANO ESDISEÑOS";"MIXTO";"NO OFICIAL";"A";"N";;325754000000;"INSTITUTO BOLIVARIANO ESDISEÑOS - SEDE PRINCIPAL";"S";"URBANO";"MAÑANA";25754;"SOACHA";25;"CUNDINAMARCA";"N";25754;"SOACHA";"CUNDINAMARCA";25;53;51;3;47;40;2;41;27;2;44;45;2;43;36;"A-";230;40;34.56679091;1;2;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"7/09/2003";20194;"SB11201940146258";"ESTUDIANTE";"COLOMBIA";"No";"CUNDINAMARCA";25;"LA CALERA";25377;"Estrato 2";"5 a 6";"Dos";"Técnica o tecnológica completa";"Técnica o tecnológica incompleta";"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción";"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción";"Si";"Si";"No";"No";"Si";"No";"No";"No";"26 A 100 LIBROS";"1 o 2 veces por semana";"1 o 2 veces por semana";"1 o 2 veces por semana";"Peor";"Entre 30 y 60 minutos";"Entre 1 y 3 horas";"0";"No";680918;225322000000;"I.E.D. EL CARMEN";"MIXTO";"OFICIAL";"A";;"ACADÉMICO";225322000000;"COLEGIO RURAL POSTPRIMARIA EL SALITRE";"N";"RURAL";"UNICA";25322;"GUASCA";25;"CUNDINAMARCA";"N";25377;"LA CALERA";"CUNDINAMARCA";25;62;80;3;56;66;3;52;64;2;68;96;3;45;43;"A-";292;80;47.90853035;2;2;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"M";"11/04/2002";20194;"SB11201940018870";"ESTUDIANTE";"COLOMBIA";"No";"BOYACA";15;"CHITA";15183;"Estrato 3";"5 a 6";"Tres";"Primaria incompleta";"Primaria incompleta";"Es agricultor, pesquero o jornalero";"Trabaja en el hogar, no trabaja o estudia";"No";"Si";"No";"No";"Si";"No";"No";"No";"0 A 10 LIBROS";"Todos o casi todos los días";"1 o 2 veces por semana";"3 a 5 veces por semana";"Mejor";"No leo por entretenimiento";"30 minutos o menos";"Entre 11 y 20 horas";"Si, en efectivo";153023;215183000000;"I.E. EL MORAL";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";215183000000;"I.E. EL MORAL - SEDE PRINCIPAL";"S";"RURAL";"COMPLETA";15183;"CHITA";15;"BOYACA";"N";15183;"CHITA";"BOYACA";15;43;21;2;50;47;2;40;23;1;36;23;1;46;44;"A-";213;28;37.56020316;1;1;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"M";"8/01/2002";20194;"SB11201940146615";"ESTUDIANTE";"COLOMBIA";"No";"BOGOTÁ";11;"BOGOTÁ D.C.";11001;"Estrato 2";"5 a 6";"Tres";"Primaria incompleta";"Primaria completa";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Trabaja en el hogar, no trabaja o estudia";"No";"Si";"No";"No";"No";"No";"No";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"3 a 5 veces por semana";"3 a 5 veces por semana";"Igual";"30 minutos o menos";"30 minutos o menos";"0";"No";56507;111001000000;"COLEGIO SAN FRANCISCO (IED)";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";111001000000;"COL DIST SAN FRANCISCO";"S";"URBANO";"TARDE";11001;"BOGOTÁ D.C.";11;"BOGOTÁ";"N";11001;"BOGOTÁ D.C.";"BOGOTÁ";11;47;32;2;54;60;3;51;60;2;38;30;1;46;45;"A-";237;45;39.82657319;1;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"CC";"COLOMBIA";"M";"18/11/1989";20194;"SB11201940536070";"ESTUDIANTE";"COLOMBIA";"No";"CALDAS";17;"MANIZALES";17001;"Estrato 2";"9 o más";"Cinco";"Primaria completa";"Primaria completa";"Pensionado";"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción";"No";"No";"No";"Si";"No";"No";"No";"Si";;"3 a 5 veces por semana";"1 o 2 veces por semana";"3 a 5 veces por semana";"Igual";"30 minutos o menos";"Entre 30 y 60 minutos";"0";"No";721597;317002000000;"CENSA";"MIXTO";"NO OFICIAL";"A";;;317002000000;"CENSA - SEDE PRINCIPAL";"S";"URBANO";"SABATINA";17001;"MANIZALES";17;"CALDAS";"N";17001;"MANIZALES";"CALDAS";17;50;42;2;38;16;2;48;53;2;44;47;2;48;50;"A1";226;38;42.53000143;2;3;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"M";"12/08/1999";20194;"SB11201940091673";"ESTUDIANTE";"COLOMBIA";"Si";"NARIÑO";52;"MAGÜÍ";52427;"Estrato 1";"9 o más";"Tres";"Secundaria (Bachillerato) completa";"Primaria incompleta";"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción";"Trabaja en el hogar, no trabaja o estudia";"No";"No";"No";"Si";"No";"No";"No";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"1 o 2 veces por semana";"1 o 2 veces por semana";"Igual";"30 minutos o menos";"30 minutos o menos";"Menos de 10 horas";"No";70359;152427000000;"INSTITUCION EDUCATIVA ELISEO PAYAN";"MIXTO";"OFICIAL";"A";"S";"TÉCNICO/ACADÉMICO";152427000000;"COLEGIO DEPARTAMENTAL ELISEO PAYAN";"S";"URBANO";"MAÑANA";52427;"MAGÜÍ";52;"NARIÑO";"N";52427;"MAGÜÍ";"NARIÑO";52;29;1;1;29;3;1;34;9;1;35;20;1;40;26;"A-";162;4;37.08602667;1;1;"PUBLICAR";"GENERACION E - GRATUIDAD";;"Comunidad afrodescendiente"
"TI";"COLOMBIA";"F";"10/11/2002";20194;"SB11201940287052";"ESTUDIANTE";"COLOMBIA";"No";"CUNDINAMARCA";25;"GIRARDOT";25307;"Estrato 1";"5 a 6";"Tres";"Primaria completa";"Primaria completa";"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción";"Trabaja en el hogar, no trabaja o estudia";"No";"Si";"Si";"Si";"Si";"No";"Si";"No";"26 A 100 LIBROS";"1 o 2 veces por semana";"Todos o casi todos los días";"Todos o casi todos los días";"Igual";"Entre 30 y 60 minutos";"Entre 1 y 3 horas";"0";"No";408088;225307000000;"I.E. RURAL LUIS ANTONIO DUQUE PEÑA";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";225307000000;"I.E. LUIS ANTONIO DUQUE PEÑA - SEDE PRINCIPAL";"S";"RURAL";"MAÑANA";25307;"GIRARDOT";25;"CUNDINAMARCA";"N";25307;"GIRARDOT";"CUNDINAMARCA";25;35;6;1;39;19;2;44;37;2;32;14;1;39;24;"A-";188;14;48.35984042;2;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"M";"4/06/2001";20194;"SB11201940104496";"ESTUDIANTE";"COLOMBIA";"No";"TOLIMA";73;"IBAGUÉ";73001;"Estrato 2";"3 a 4";"Tres";"Secundaria (Bachillerato) incompleta";"Primaria incompleta";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Trabaja en el hogar, no trabaja o estudia";"No";"Si";"No";"Si";"No";"No";"No";"No";"11 A 25 LIBROS";"1 o 2 veces por semana";"1 o 2 veces por semana";"3 a 5 veces por semana";"Igual";"Entre 30 y 60 minutos";"30 minutos o menos";"Entre 11 y 20 horas";"No";106617;173001000000;"I.E. SAN JOSÉ";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";173001000000;"I.E. SAN JOSÉ - SDE PRINCIPAL";"S";"URBANO";"MAÑANA";73001;"IBAGUÉ";73;"TOLIMA";"N";73001;"IBAGUÉ";"TOLIMA";73;33;4;1;42;24;2;37;16;1;41;39;2;38;22;"A-";191;15;41.77686559;2;3;"PUBLICAR";"NO";;
"CC";"COLOMBIA";"F";"4/03/1996";20194;"SB11201940437525";"ESTUDIANTE";"COLOMBIA";"No";"ANTIOQUIA";5;"SAN LUIS";5660;"Estrato 1";"3 a 4";"Uno";"Primaria incompleta";"Primaria incompleta";"Es agricultor, pesquero o jornalero";"Es agricultor, pesquero o jornalero";"No";"No";"No";"No";"No";"No";"No";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"1 o 2 veces por semana";"1 o 2 veces por semana";"Peor";"30 minutos o menos";"No Navega Internet";"Menos de 10 horas";"No";207985;105660000000;"I. E. SAN LUIS";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";105660000000;"LICEO SAN LUIS";"S";"URBANO";"UNICA";5660;"SAN LUIS";5;"ANTIOQUIA";"N";5440;"MARINILLA";"ANTIOQUIA";5;38;10;2;30;5;1;49;55;2;47;54;2;41;31;"A-";205;23;28.29954347;1;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"M";"17/07/2001";20194;"SB11201940137938";"ESTUDIANTE";"COLOMBIA";"No";"NORTE SANTANDER";54;"PAMPLONA";54518;"Estrato 2";"3 a 4";"Tres";"No sabe";"Postgrado";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)";"Si";"No";"Si";"Si";"Si";"Si";"No";"Si";"0 A 10 LIBROS";"Todos o casi todos los días";"Todos o casi todos los días";"Nunca o rara vez comemos eso";"Igual";"No leo por entretenimiento";"Más de 3 horas";"0";"No";12633;354518000000;"SEM MENOR SANTO TOMAS DE AQUINO";"MASCULINO";"NO OFICIAL";"A";"N";"ACADÉMICO";354518000000;"SEM MENOR SANTO TOMAS DE AQUINO";"S";"URBANO";"COMPLETA";54518;"PAMPLONA";54;"NORTE SANTANDER";"N";54518;"PAMPLONA";"NORTE SANTANDER";54;46;30;2;57;69;3;53;66;2;41;37;2;58;78;"A2";250;54;66.50518297;4;4;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"M";"24/07/2002";20194;"SB11201940456296";"ESTUDIANTE";"COLOMBIA";"Si";"CESAR";20;"EL PASO";20250;"Estrato 1";"7 a 8";"Dos";"Primaria completa";"Primaria incompleta";"Es agricultor, pesquero o jornalero";"No sabe";"No";"No";"No";"Si";"No";"No";"No";"No";"0 A 10 LIBROS";"Nunca o rara vez comemos eso";"1 o 2 veces por semana";"1 o 2 veces por semana";"Igual";"30 minutos o menos";"Entre 30 y 60 minutos";"Entre 11 y 20 horas";"Si, en efectivo";140053;220250000000;"I.E. BENITO RAMOS TRESPALACIOS";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";220250000000;"I.E. BENITO RAMOS TRESPALACIOS";"S";"RURAL";"TARDE";20250;"EL PASO";20;"CESAR";"N";20250;"EL PASO";"CESAR";20;58;71;3;55;63;3;53;66;2;56;78;3;51;60;"A1";276;71;32.56866654;1;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;"Comunidad afrodescendiente"
"TI";"COLOMBIA";"M";"8/05/2002";20194;"SB11201940005459";"ESTUDIANTE";"COLOMBIA";"No";"CUNDINAMARCA";25;"GUASCA";25322;"Estrato 6";"3 a 4";"Dos";"Postgrado";"Postgrado";"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)";"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)";"Si";"Si";"Si";"Si";"Si";"Si";"No";"Si";"26 A 100 LIBROS";"3 a 5 veces por semana";"Todos o casi todos los días";"Todos o casi todos los días";"Igual";"30 minutos o menos";"Más de 3 horas";"Más de 30 horas";"No";121459;425377000000;"COL DE  CAMBRIDGE";"MIXTO";"NO OFICIAL";"A";"N";"ACADÉMICO";425377000000;"COL DE  CAMBRIDGE";"S";"RURAL";"COMPLETA";25377;"LA CALERA";25;"CUNDINAMARCA";"N";11001;"BOGOTÁ D.C.";"BOGOTÁ";11;57;66;3;57;69;3;49;54;2;57;79;3;67;92;"A2";280;74;77.63773406;4;4;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"28/12/2002";20194;"SB11201940531356";"ESTUDIANTE";"COLOMBIA";"No";"BOLIVAR";13;"REGIDOR";13580;;;;;;;;;;;;;;;;;;;;;;;;;120220;213580000000;"I.E. SANTA TERESA";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO";213580000000;"I.E. SANTA TERESA - SEDE PRINCIPAL";"S";"RURAL";"MAÑANA";13580;"REGIDOR";13;"BOLIVAR";"N";13600;"RÍO VIEJO";"BOLIVAR";13;39;12;2;41;22;2;39;21;1;36;24;1;42;34;"A-";195;17;;;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;"Ninguno"
"CR";"COLOMBIA";"F";"19/07/2000";20194;"SB11201940060474";"ESTUDIANTE";"COLOMBIA";"No";"CUNDINAMARCA";25;"ZIPAQUIRÁ";25899;"Estrato 1";"7 a 8";"Cuatro";"Primaria incompleta";"Primaria incompleta";"No aplica";"Trabaja en el hogar, no trabaja o estudia";"Si";"Si";"Si";"Si";"Si";"Si";"Si";"No";"MÁS DE 100 LIBROS";"1 o 2 veces por semana";"1 o 2 veces por semana";"1 o 2 veces por semana";"Igual";;"Entre 30 y 60 minutos";"0";"No";9589;125899000000;"I.E.M. LICEO INTEGRADO";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";125899000000;"I.E.M. LICEO INTEGRADO - SEDE PRINCIPAL";"S";"URBANO";"MAÑANA";25899;"ZIPAQUIRÁ";25;"CUNDINAMARCA";"N";25899;"ZIPAQUIRÁ";"CUNDINAMARCA";25;40;13;2;37;14;2;40;23;1;42;41;2;46;46;"A-";201;21;50.9165481;2;3;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"4/09/2001";20194;"SB11201940166231";"ESTUDIANTE";"COLOMBIA";"No";"BOGOTÁ";11;"BOGOTÁ D.C.";11001;"Estrato 2";"3 a 4";"Dos";"Secundaria (Bachillerato) completa";"Secundaria (Bachillerato) completa";"No aplica";"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"11 A 25 LIBROS";"Nunca o rara vez comemos eso";"Todos o casi todos los días";"1 o 2 veces por semana";"Igual";"30 minutos o menos";"Entre 1 y 3 horas";"Menos de 10 horas";"Si, en efectivo";138032;111001000000;"COLEGIO VIRGINIA GUTIERREZ DE PINEDA (IED)";"MIXTO";"OFICIAL";"A";;"ACADÉMICO";111001000000;"COL VIRGINIA GUTIERREZ DE PINEDA (INS EDUC DIST)";"S";"URBANO";"MAÑANA";11001;"BOGOTÁ D.C.";11;"BOGOTÁ";"N";11001;"BOGOTÁ D.C.";"BOGOTÁ";11;59;72;3;56;66;3;64;92;3;59;84;3;42;32;"A-";291;80;49.97694669;2;3;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"24/09/2002";20194;"SB11201940269660";"ESTUDIANTE";"COLOMBIA";"No";"BOYACA";15;"COPER";15212;"Estrato 1";"3 a 4";"Dos";"Ninguno";"Técnica o tecnológica completa";"Es agricultor, pesquero o jornalero";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"No";"No";"Si";"Si";"No";"No";"No";"No";"11 A 25 LIBROS";"Todos o casi todos los días";"Todos o casi todos los días";"Todos o casi todos los días";"Mejor";"Entre 30 y 60 minutos";"Entre 30 y 60 minutos";"0";"No";45450;115212000000;"I.E. JUANA CAPORAL";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO";115212000000;"I.E. JUANA CAPORAL - SEDE PRINCIPAL";"S";"URBANO";"COMPLETA";15212;"COPER";15;"BOYACA";"N";15176;"CHIQUINQUIRÁ";"BOYACA";15;72;98;4;72;97;4;63;91;3;66;94;3;48;51;"A1";333;95;48.92861159;2;1;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"F";"25/07/2002";20194;"SB11201940586586";"ESTUDIANTE";"COLOMBIA";"No";"BOGOTÁ";11;"BOGOTÁ D.C.";11001;;"5 a 6";"Tres";;;"Trabaja por cuenta propia (por ejemplo plomero, electricista)";"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)";;;"Si";"Si";"Si";"No";"No";"No";;;;;"Igual";;;"0";"No";665737;111001000000;"CENT EDUC DIST LA GIRALDA";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";111001000000;"COLEGIO LA GIRALDA (IED)";"S";"URBANO";"UNICA";11001;"BOGOTÁ D.C.";11;"BOGOTÁ";"N";11001;"BOGOTÁ D.C.";"BOGOTÁ";11;68;94;4;66;90;3;47;49;2;63;90;3;59;81;"A2";304;86;57.70978264;3;3;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"2/08/2002";20194;"SB11201940166283";"ESTUDIANTE";"COLOMBIA";"Si";"CALDAS";17;"RIOSUCIO";17614;"Estrato 1";"3 a 4";"Dos";"Primaria completa";"Primaria incompleta";"Es agricultor, pesquero o jornalero";"No aplica";"No";"No";"No";"No";"No";"No";"No";"No";"26 A 100 LIBROS";"Nunca o rara vez comemos eso";"1 o 2 veces por semana";"Nunca o rara vez comemos eso";"Igual";"30 minutos o menos";"No Navega Internet";"0";"No";125617;217614000000;"INSTITUCION EDUCATIVA SAN JERONIMO";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";217614000000;"INSTITUCION EDUCATIVA SAN JERONIMO - SEDE PRINCIPAL";"S";"RURAL";"COMPLETA";17614;"RIOSUCIO";17;"CALDAS";"N";17614;"RIOSUCIO";"CALDAS";17;35;5;1;48;43;2;40;23;1;41;37;2;46;45;"A-";207;25;33.10587295;1;1;"PUBLICAR";"GENERACION E - GRATUIDAD";;"Emberá"
"TI";"COLOMBIA";"F";"20/01/2003";20194;"SB11201940172077";"ESTUDIANTE";"COLOMBIA";"No";"NARIÑO";52;"PASTO";52001;"Estrato 3";"5 a 6";"Cuatro";"Secundaria (Bachillerato) completa";"Secundaria (Bachillerato) completa";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Si";"Si";"Si";"Si";"No";"Si";"No";"No";"11 A 25 LIBROS";"Nunca o rara vez comemos eso";"3 a 5 veces por semana";"Todos o casi todos los días";"Igual";"No leo por entretenimiento";"Entre 1 y 3 horas";"0";"No";11239;352001000000;"COL FILIPENSE NUESTRA SRA DE LA ESPERANZA";"MIXTO";"NO OFICIAL";"A";"N";"ACADÉMICO";352001000000;"COL FILIPENSE NUESTRA SRA DE LA ESPERANZA";"S";"URBANO";"MAÑANA";52001;"PASTO";52;"NARIÑO";"N";52001;"PASTO";"NARIÑO";52;59;72;3;60;77;3;59;84;3;64;92;3;68;93;"B1";305;86;56.55798229;3;4;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"M";"16/10/2001";20194;"SB11201940512599";"ESTUDIANTE";"COLOMBIA";"No";"ANTIOQUIA";5;"GRANADA";5313;"Estrato 1";"7 a 8";"Dos";"Primaria completa";"Primaria completa";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Si";"Si";"Si";"Si";"No";"No";"Si";"No";"11 A 25 LIBROS";"Todos o casi todos los días";"Todos o casi todos los días";"1 o 2 veces por semana";"Igual";"No leo por entretenimiento";"Más de 3 horas";"0";"No";1974;105313000000;"I. E. JORGE ALBERTO GOMEZ GOMEZ";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";105313000000;"COLEGIO GRANADA";"S";"URBANO";"COMPLETA";5313;"GRANADA";5;"ANTIOQUIA";"N";5313;"GRANADA";"ANTIOQUIA";5;38;10;2;44;30;2;30;4;1;34;17;1;38;21;"A-";183;11;53.6841472;3;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"F";"6/01/2002";20194;"SB11201940136734";"ESTUDIANTE";"COLOMBIA";"No";"VALLE";76;"LA UNIÓN";76400;"Estrato 2";"3 a 4";"Tres";"Secundaria (Bachillerato) completa";"Técnica o tecnológica completa";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)";"Si";"Si";"No";"Si";"Si";"No";"Si";"No";"11 A 25 LIBROS";"1 o 2 veces por semana";"Todos o casi todos los días";"1 o 2 veces por semana";"Igual";"Entre 30 y 60 minutos";"Más de 3 horas";"0";"No";26864;176400000000;"IE SAN JOSE";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO";176400000000;"SAN JOSE";"S";"URBANO";"MAÑANA";76400;"LA UNIÓN";76;"VALLE";"N";76400;"LA UNIÓN";"VALLE";76;68;93;4;63;84;3;62;89;3;62;89;3;59;80;"A2";317;90;54.77039854;3;2;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"16/09/2001";20194;"SB11201940432070";"ESTUDIANTE";"COLOMBIA";"No";"BOGOTÁ";11;"BOGOTÁ D.C.";11001;"Estrato 2";"5 a 6";"Dos";"No sabe";"Primaria incompleta";"No sabe";"Trabaja en el hogar, no trabaja o estudia";"Si";"Si";"No";"Si";"Si";"No";"No";"No";"0 A 10 LIBROS";"3 a 5 veces por semana";"3 a 5 veces por semana";"3 a 5 veces por semana";"Mejor";"Entre 30 y 60 minutos";"Entre 1 y 3 horas";"Entre 21 y 30 horas";"Si, en efectivo";53900;111001000000;"COLEGIO RODRIGO LARA BONILLA (IED)";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";111001000000;"COL DIST EDUC BAS Y MEDIA RODRIGO LARA BONILLA";"S";"URBANO";"NOCHE";11001;"BOGOTÁ D.C.";11;"BOGOTÁ";"N";11001;"BOGOTÁ D.C.";"BOGOTÁ";11;47;32;2;50;47;2;41;26;2;44;47;2;40;28;"A-";225;37;46.32041452;2;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"F";"26/03/2003";20194;"SB11201940310552";"ESTUDIANTE";"COLOMBIA";"Si";"NARIÑO";52;"SAN ANDRÉS DE TUMACO";52835;"Estrato 1";;;"No Aplica";"Secundaria (Bachillerato) completa";;;"No";"No";;;;;;;"11 A 25 LIBROS";"Todos o casi todos los días";"3 a 5 veces por semana";"Todos o casi todos los días";;"30 minutos o menos";"No Navega Internet";;;620369;352835000000;"IE. SANTA TERESITA";"FEMENINO";"OFICIAL";"A";"N";"ACADÉMICO";352835000000;"SEDE # 1 SANTA TERESITA";"S";"URBANO";"TARDE";52835;"SAN ANDRÉS DE TUMACO";52;"NARIÑO";"N";52835;"SAN ANDRÉS DE TUMACO";"NARIÑO";52;56;62;3;48;42;2;41;29;2;40;35;1;43;35;"A-";230;40;;;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"F";"11/04/2003";20194;"SB11201940176498";"ESTUDIANTE";"COLOMBIA";"No";"BOLIVAR";13;"CARTAGENA DE INDIAS";13001;"Estrato 2";"5 a 6";"Tres";"Educación profesional completa";"Técnica o tecnológica completa";"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)";"No aplica";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"0 A 10 LIBROS";"Nunca o rara vez comemos eso";"3 a 5 veces por semana";"Nunca o rara vez comemos eso";"Igual";"No leo por entretenimiento";"Más de 3 horas";"Menos de 10 horas";"No";67652;313001000000;"COL. MILITAR ALMIRANTE COLON";"MIXTO";"NO OFICIAL";"A";"N";"ACADÉMICO";313001000000;"COL. MILITAR ALMIRANTE COLON";"S";"URBANO";"MAÑANA";13001;"CARTAGENA DE INDIAS";13;"BOLIVAR";"N";13001;"CARTAGENA DE INDIAS";"BOLIVAR";13;58;69;3;61;80;3;56;77;3;52;69;2;44;38;"A-";279;73;54.2052256;3;3;"PUBLICAR";"NO";;
